,0,1,2,3
200,Nägelsförst 2017 Mauerheld Mauerberg Steinterrassen Trocken Riesling (Baden),91,"While initially quite closed, aeration and time replace earthen tones of smoke ...",$57
201,Reichsgraf von Kesselstatt 2017 Saar Scharzhofberger Spätlese Riesling (Mosel),91,"Initial notes of smoke, slate and crushed minerals open into brighter lemon ...",$36
202,Schloss Lieser 2017 Brauneberger Juffer Kabinett Riesling (Mosel),91,"Dusty, smoky mineral notes need time or aeration to express fully but ...",$37
203,Beacon Hill 2018 Beacon Hill Vineyard Riesling (Yamhill-Carlton),91,"Finished dry, this is so smooth it's almost fleshy. It's a big ...",$26
204,William Rose 2018 Riesling (Oregon),90,"A dry, tart and tangy mix of sweet citrus and apple fruit, ...",$22
205,Willems-Willems 2017 Oberemmel Riesling (Mosel),90,Fresh white grapefruit and lemongrass are edged by touches of bramble and ...,$21
206,Ökonomierat Rebholz 2017 Trocken Riesling (Pfalz),90,Stone and smoke are juxtaposed by pristine lemon and lime on the ...,$24
207,Hansen-Lauer 2016 Brut Sekt Riesling (Mosel),90,"Swirls of honey, tangerine, brioche and mineral perfume this lavishly floral sparkling ...",$25
208,Mönchhof 2017 Ürzig Würzgarten Kabinett Riesling (Mosel),90,"Electric lemon-lime acidity jolts through this delightfully fresh, fruity Riesling. Semisweet in ...",$24
209,Yamhill Valley 2017 Riesling (McMinnville),90,"From 35-year-old vines, this supertart wine mixes grapefruit, lemon and green apples ...",$18
210,Willems-Willems 2017 Saar Kabinett Feinherb Riesling (Mosel),90,"Touches of caramelized sugar, earth and salt accent freshly pressed green apple ...",$21
211,Alexana 2018 Revana Vineyard Riesling (Dundee Hills),90,"This estate-grown bottling is finished dry, but generously fruity. A juicy mouthful ...",$32
212,Frost Bitten 2018 Ice Riesling (Yakima Valley),90,"Apricot jam, ripe peach and orange marmalade aromas are followed by sweet, ...",$15
213,Nägelsförst 2017 Bergliebe Ortenau Trocken Riesling (Baden),90,Honeycomb and crushed minerals are edged by whiffs of lemon and tangerine ...,N/A
214,Von Buhl 2017 Bone Dry Riesling (Pfalz),90,Crisp white peach and apple blossoms are juxtaposed by shards of stone ...,$18
215,Villa Huesgen 2018 Enkircher Steffensberg Kabinett Feinherb Riesling (Mosel),90,"This is a bracing, featherlight Kabinett with a lovely hint of sweetness. ...",$25
216,Lynmar Estate 2017 Pinot Noir (Russian River Valley),97,This is a powerful blend of vineyard sites across the appellation. Tart ...,$50
217,Vantz Clippert NV Brut  (Champagne),97,"With 90% Pinot Noir topped up with Chardonnay, this nonvintage cuvée is ...",$47
218,Lynmar Estate 2017 Lynn's Blend Pinot Noir (Russian River Valley),96,"Focused and tense, this is a textured, lengthy and compelling wine named ...",$85
219,Domaine de la Côte 2017 La Côte Pinot Noir (Sta. Rita Hills),96,"There's a fascinating density of violet, crystallized boysenberry, roasted lamb and char ...",$90
220,Lynmar Estate 2017 Block 10 Pinot Noir (Russian River Valley),95,"From one spot within the producer's Quail Hill Vineyard, this lovely wine ...",$82
221,Black Sheep Finds 2017 The Joy Fantastic Pinot Noir (Sta. Rita Hills),95,Subdued red-fruit aromas meet with a slightly gamy and funky kick of ...,$50
222,Stolo 2017 Hillside Reserve Pinot Noir (San Luis Obispo County),95,"Chiseled slate, exotic cherry and rustic violets combine pinpoint fruit aromas with ...",$68
223,Piper-Heidsieck 2006 Rare Millésime Brut  (Champagne),95,Piper-Heidsieck's luxury cuvée with its beautifully decorated bottle is a well-matured blend ...,$180
224,Maso Martis 2015 Extra Brut Rosé Sparkling (Trento),95,"Aromas of violet, red berry, bread crust and botanical herb mingle together ...",$50
225,Emeritus 2016 Pinot Hill East Pinot Noir (Russian River Valley),94,From estate-grown grapes on the east-facing slopes of Pinot Hill Vineyard in ...,$75
226,Friedeman 2017 UV Lancel Creek Pinot Noir (Russian River Valley),94,"Dense layers of wild strawberry, orange and cola present a richness that ...",$60
227,Eden Rift 2017 Reserve Pinot Noir (Cienega Valley),94,"Very light in the glass, this is an example of a reserve ...",$72
228,Lula 2017 Founder's Cuvée Pinot Noir (Mendocino),94,"Classic and concentrated, this full-bodied and well-balanced wine offers inspired fruit flavors, ...",$50
229,Lula 2017 Peterson Vineyard Pinot Noir (Mendocino),94,This concentrated and tangy wine shows the nervy side of Pinot Noir ...,$45
230,Lumen 2016 Pinot Noir (Santa Barbara County),94,"Aromas of wild raspberry, crushed slate, clay and hibiscus make for a ...",$36
231,Davies 2017 Goorgian Vineyards Pinot Noir (Anderson Valley),94,"Powerful fruit flavors come with enticing complexity in this full-bodied, concentrated and ...",$70
232,Land of Promise 2016 Terra de Promissio Pinot Noir (Sonoma Coast),94,"This is the personal project of vineyard owners Charles and Diana Karren, ...",$75
233,Lynmar Estate 2017 Anisya's Blend Pinot Noir (Sonoma Coast),94,"Rhubarb, flowers and stone give this wine a sense of being both ...",$85
234,Boekenoogen 2017 Estate Pinot Noir (Santa Lucia Highlands),94,"Ripe cherry and red currant grow intriguing with aromas of sweet sage, ...",$45
235,MacPhail 2017 Pratt Vineyard Pinot Noir (Sonoma Coast),94,"Slightly reductive, with quiet oak, this wine unfurls slowly in an array ...",$55
236,Chanin 2017 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),94,Strong aromas of earth and herb kick off the nose of this ...,$60
237,Domaine de la Côte 2017 Memorius Pinot Noir (Sta. Rita Hills),94,"Woody and meaty aromas of dried cherry, charred beef and a hint ...",$65
238,Foxen 2017 John Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),94,"Plush aromas of dark cherry, iron and chaparral herbs carry the nose. ...",$56
239,Cocchi 2015 Brut Rosé Pinot Nero (Alta Langa),94,"Fresh aromas of cut roses, red berries and white stone fruit delicately ...",$45
240,Enrico Serafino 2013 Pas Dosé Zero Riserva Pinot Nero (Alta Langa),94,"Spring-flower, white stone-fruit and bread-crust aromas shape the nose along with enticing ...",$55
241,Georges Vesselle 2004 Collection Millésimes Brut  (Champagne),94,This limited-production wine comes from a great year in Champagne. Its maturity ...,$81
242,Charles Mignon & Fils 2012 Cuvée Comte de Marne Grand Cru Brut Millesimé  (Champagne),94,"With six years' aging, this blend dominated by grand cru Pinot Noir ...",$50
243,Friedeman 2017 Pinot Noir (Sonoma Coast),93,"This commingles grapes from Lancel Creek, Terra de Promissio and Estines vineyards, ...",$40
244,Phinch 2018 Chêne Vineyard Pinot Noir (Edna Valley),93,"Though still quite young, this is an impressive debut wine, starting with ...",$44
245,Bee Hunter 2014 Docker Hill Vineyard Pinot Noir (Mendocino),93,Warm fruit tones and abundant baking spices give this full-bodied and late-released ...,$48
246,Sandhi 2017 Pinot Noir (Sta. Rita Hills),93,This is a fascinating wine. It's both hearty and loaded with savory ...,$45
247,Tantara 2017 Evelyn Pinot Noir (Santa Barbara County),93,"Intense aromas of boysenberry are ripe and pure, with hints of sagebrush ...",$90
248,Lynmar Estate 2017 Five Sisters Pinot Noir (Russian River Valley),93,"Earth, spice and herb rise to the fore of this wine, complemented ...",$125
249,Red Car 2016 Hagan Vineyard Pinot Noir (Sonoma Coast),93,"This is a light, crisp and ultimately compelling wine, with an understated ...",$75
250,Square Peg 2017 Estate Pinot Noir (Russian River Valley),93,"This brawny, concentrated wine offers tones of blue fruit, orange, rhubarb and ...",$65
251,Foxen 2017 Pinot Noir (Sta. Rita Hills),93,"A complex array of red plum, mulberry, wet slate, turned earth and ...",$38
252,Land of Promise 2016 Deo Favente Pinot Noir (Sonoma Coast),93,"From the producer's own Terra de Promissio vineyard, this is a light, ...",$75
253,Talley 2017 Stone Corral Pinot Noir (Edna Valley),93,"Pomegranate, exotic strawberries and wild spices, from cinnamon to clove to curry ...",$68
254,Ferrari-Carano 2016 Pinot Noir (Anderson Valley),93,"Gorgeous in aroma and satisfying in flavor, this full-bodied wine shows great ...",$32
255,Talisman 2015 Weir Vineyard Pinot Noir (Yorkville Highlands),93,Intriguing dried herb and baked earth aromas give way to savory stony ...,$70
256,Westwood 2016 Annadel Gap Vineyard Pinot Noir (Sonoma Valley),93,This exuberant wine from the estate site offers rich tones of forest ...,$48
257,El Lugar 2017 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),93,"Candied raspberry, wild mint and tarragon converge for an aggressive but compelling ...",$48
258,El Lugar 2017 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),93,"Candied raspberry, wild mint and tarragon converge for an aggressive but compelling ...",$48
259,Chanin 2017 Los Alamos Vineyard Pinot Noir (Santa Barbara County),93,"Candied cherry, mint leaves, thyme-flecked earth and a hint of toasted wood ...",$50
260,Lynmar Estate 2017 Quail Hill Vineyard Pinot Noir (Russian River Valley),93,This brawny wine carries floral and oak imprints on the nose that ...,$68
261,Enrico Serafino 2015 Oudeis Rosé Pinot Nero (Alta Langa),93,"This opens with alluring scents evoking violet, red berry, wild herb and ...",$27
262,Cocchi 2012 Pas Dosé Pinot Nero (Alta Langa),93,"Made entirely with Pinot Nero, this elegantly structured sparkler offers aromas of ...",$50
263,Pierre Legras 2014 Black Jackets Brut Blanc de Noirs  (Champagne),93,"Blending Pinot Noir and Pinot Meunier, this prestige cuvée is rich, with ...",$115
264,Georges Vesselle NV Cuvée Hélènaïs Grand Cru Brut  (Champagne),93,"This is an elegant wine, fully mature and poised. The acidity and ...",$90
265,Georges Vesselle NV Cuvée Juline Grand Cru Brut  (Champagne),93,"This limited-production Champagne, aged for seven years and dominated by 80% Pinot ...",$81
266,Piper-Heidsieck 2012 Vintage Brut  (Champagne),93,"A vintage wine, this hints of maturity while preserving a fresh core ...",$65
267,Forget-Brimont 2008 Millésime Premier Cru Brut  (Champagne),93,"With 10 years' aging on the lees, this wine is now approaching ...",$65
268,Gosset 2012 Grand Millésime Brut  (Champagne),93,"A blend of two-thirds Chardonnay with one-third Pinot Noir, this beautifully balanced ...",$105
269,De Sousa & Fils NV Cuvée 3A Grand Cru Extra Brut  (Champagne),93,"Based on grand cru fruit from Aÿ, Avize and Ambonnay (3 As), ...",$74
270,Byron Blatty 2016 Evenfall Red (Los Angeles County),93,"From what's consistently the most impressive producer using Los Angeles County fruit, ...",$85
271,Finca Albret 2015 El Balcón Crianza Red (Navarra),87,Off the bat this strikes with minty aromas and side notes of ...,$25
272,Príncipe de Viana 2015 Edición Limitada Crianza Red (Navarra),86,"Herbal berry aromas lean towards green, while mint and spice notes are ...",$25
273,Plaisance Ranch 2016 Papa Joe's Private Stash Tempranillo (Applegate Valley),85,"Though it is often one of the highlights at this winery, this ...",$25
274,Príncipe de Viana 2015 Vendimia Seleccionada Crianza Red (Navarra),84,"Minty, grassy aromas are more dominant than fruit scents, while the palate ...",$18
275,Loxarel 2015 Amaltea Red (Penedès),89,Minerally berry aromas are bold and come with notes of bramble and ...,$15
276,Montefiel 2014 Reserva Serie Limitada Red (Terra Alta),85,"Wayward, slightly strange aromas of cinnamon and earthy funk cloud the fruit ...",$12
277,Bouza 2016 Monte Vide Eu Tannat-Merlot-Tempranillo Red (Montevideo),92,"This is an accessible blend of Tannat, Merlot and Tempranillo. Game and ...",$60
278,Finca Río Negro 2014 Cogolludo Guadalajara Red (Vino de la Tierra de Castilla),91,Racy red berry aromas bring a welcome herbal note along with kick. ...,$25
279,Albet I Noya 2014 La Milana Red (Penedès),90,"Cherry, mint and chocolate aromas are cool and calm and raise hopes ...",N/A
280,Bodegas Verum 2012 Red (Vino de la Tierra de Castilla),88,Mild cherry and plum aromas lead to a tight palate with moderate ...,$15
281,Pago de la Jaraba 2014 Red (La Mancha),88,"A cool, minty, rubbery nose revolves around smoky berry aromas. This is ...",$38
282,Bodegas Verum 2013 Roble Red (Vino de la Tierra de Castilla),87,"A browning color indicates age, while this blend of Cabernet Sauvignon, Tempranillo ...",$12
283,Pagos de Araiz 2014 Crianza Red (Navarra),88,Black cherry and black currant aromas are dense but not blatantly overripe. ...,$16
284,Finca Río Negro 2013 Cogolludo Guadalajara Red (Vino de la Tierra de Castilla),88,Raw spicy plum and berry aromas are scratchy as opposed to lush ...,$25
285,Krupp Brothers 2015 Water Witch Stagecoach Vineyard Red (Napa Valley),89,"The majority of this wine is made from Cabernet Sauvignon and Malbec, ...",$70
286,Finca Río Negro 2012 Cogolludo-Guadalajara Red (Vino de la Tierra de Castilla),92,"This modern blend of Tempranillo, Syrah, Cabernet Sauvignon and Merlot offers spicy, ...",$24
287,Albet I Noya 2009 Reserva Martí Red (Penedès),92,"Dry, subtle aromas of tobacco, cherry and red currant are spicy, with ...",$50
288,Reyes 2015 Oso's Blend Red (Sierra Pelona Valley),87,"This blend of 54% Merlot and 46% Tempranillo is quite quaffable, starting ...",$26
289,Ochoa 2010 Reserva Red (Navarra),88,"Earthy, lightly baked berry aromas fresh on the nose. A snappy palate ...",$33
290,Ochoa 2009 Reserva Red (Navarra),87,"Reflecting a hot and dry vintage, this blend smells a bit raisiny ...",$20
291,Pago de Larrainzar 2009 Reserva Especial Estate Bottled Red (Navarra),86,"Granulated, gritty aromas of cooked black fruits put the nose squarely into ...",N/A
292,Liberty Lake 2012 Legacy Reserve Red (Red Mountain),86,"This wine is an unusual blend of 30% Petit Verdot, 21% Cabernet ...",$35
293,Bodega de Edgar 2014 Mis Pasos Red (Paso Robles),92,"Buoyant aromas of boysenberry juice, white pepper and a touch of rosemary ...",$48
294,Bouza 2015 Monte Vide Eu Tannat-Merlot-Tempranillo Red (Montevideo),91,"A rich, heady bouquet offers aromas of blackberry, sandalwood, prune and coconut. ...",$60
295,Desert Wind 2015 Estate Grown Ora Proprietary Red (Wahluke Slope),86,"This is an unusual blend of principally Syrah, Malbec, Tempranillo and Souzao, ...",$30
296,Trinity Hill 2014 The Trinity Red (Hawke's Bay),91,"The name is misleading, as this contains five grape varieties (55% Merlot, ...",$17
297,Kriselle 2014 Di'tani Red (Rogue Valley),87,"Made predominantly from Cabernet Franc, this includes Malbec, Cabernet Sauvignon, Merlot and ...",$26
298,Pago de Carraovejas 2014 Crianza  (Ribera del Duero),90,"Saucy, gritty aromas of molasses, savory plum and road tar are more ...",$57
299,Pago de Carraovejas 2012 Reserva  (Ribera del Duero),93,"Like it's bigger sibling El Anejón, this Reserva from a warm vintage ...",$91
300,Venta del Puerto 2013 No. 12 Selección Especial Red (Valencia),90,Ripe berry fruit and gritty oak aromas lead to a full-bodied blocky ...,$20
301,Pradorey 2016 Tempranillo-Merlot Fermentado en Barrica Rosado (Ribera del Duero),80,This red-colored barrel-fermented rosé of Tempranillo and Merlot smells funky and gummy. ...,$15
302,Venta del Puerto 2011 No. 18 Vendimia Seleccionada Red (Valencia),91,"This blend of Syrah, Tempranillo, Cab Sauvignon and Merlot shows the upside ...",$24
303,Cerulean 2013 Red Sky Red (Washington),88,"Half Tempranillo, 40% Barbera and 5% each Merlot and Sangiovese, this is ...",$25
304,Waterbrook 2014 Mélange Founder's Red (Columbia Valley (WA)),87,"Merlot makes up 45% of this wine, with the rest Cabernet Sauvignon, ...",$13
